C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;C13;C14;C15;C16;C17;C18;C19;C20;C21;C22;
-8.13;1.21;-0.55;-13.04;-2.96;-0.82;-15.98;-8.55;-10.63;-11.3;-8.28;-6.17;-15.66;-25.71;-35.33;66.13;49.91;-30.27;-47.47;-1.66;-78.58;71.92;
-8.14;1.16;-0.47;-13.01;-2.8;-1.16;-15.78;-8.56;-10.54;-11.25;-8.26;-6.46;-16.09;-26.11;-35.72;66.17;49.64;-30.25;-47.8;-1.69;-78.53;71.29;
-8.13;1.08;-0.41;-12.91;-2.56;-1.49;-15.53;-8.41;-10.33;-11.08;-8.24;-6.7;-16.46;-26.52;-36.14;66.32;49.34;-30.34;-48.11;-1.61;-78.48;70.82;
-8.14;1.04;-0.42;-12.67;-2.19;-1.82;-15.48;-8.04;-9.96;-10.75;-8.23;-6.95;-16.89;-26.8;-36.57;66.44;49.02;-30.44;-48.41;-1.6;-78.42;70.53;
-8.13;1.03;-0.44;-12.36;-1.73;-2.14;-15.6;-7.61;-9.51;-10.28;-8.26;-7.14;-17.25;-27.05;-36.87;66.46;48.68;-30.51;-48.68;-1.58;-78.33;70.44;
-8.13;1.12;-0.5;-12.06;-1.31;-2.43;-15.88;-7.11;-9.06;-9.83;-8.26;-7.21;-17.5;-27.24;-37.01;66.35;48.34;-30.49;-48.97;-1.56;-78.26;70.38;
-8.13;1.34;-0.52;-11.92;-0.97;-2.67;-16.32;-6.72;-8.66;-9.53;-8.25;-7.2;-17.6;-27.21;-37;66.27;48.21;-30.52;-49.1;-1.6;-78.22;70.45;
-8.11;1.53;-0.53;-11.9;-0.73;-2.85;-16.77;-6.45;-8.39;-9.28;-8.24;-7.09;-17.58;-27.12;-36.87;66.27;48.26;-30.61;-49.03;-1.64;-78.2;70.57;
-8.11;1.75;-0.52;-11.87;-0.63;-3.02;-17.25;-6.2;-8.09;-9.05;-8.24;-6.89;-17.59;-27.01;-36.7;66.28;48.34;-30.56;-48.89;-1.69;-78.23;70.69;
-8.1;1.91;-0.48;-11.97;-0.49;-3.14;-17.66;-6;-7.86;-8.81;-8.2;-6.72;-17.57;-26.88;-36.52;66.15;48.51;-30.26;-48.77;-1.82;-78.23;70.7;
-8.11;1.89;-0.43;-12.03;-0.31;-3.13;-17.99;-5.88;-7.68;-8.64;-8.15;-6.5;-17.58;-26.84;-36.38;66.08;48.77;-30.03;-48.43;-2;-78.22;70.6;
-8.12;1.9;-0.36;-12.16;-0.18;-3.11;-18.08;-5.79;-7.55;-8.51;-8.12;-6.33;-17.64;-26.82;-36.25;65.97;48.89;-29.99;-48.35;-2.12;-78.22;70.59;
-8.11;1.91;-0.27;-12.38;0.04;-2.99;-18.01;-5.77;-7.48;-8.37;-8.06;-6.29;-17.74;-26.74;-36.18;65.86;49.02;-29.84;-48.31;-2.28;-78.2;70.45;
-8.11;1.76;-0.21;-12.51;0.18;-2.88;-17.91;-5.71;-7.38;-8.33;-8.02;-6.3;-17.81;-26.71;-36.12;65.82;49.12;-29.55;-48.23;-2.36;-78.17;70.23;
-8.1;1.49;-0.16;-12.43;0.32;-2.75;-17.81;-5.57;-7.24;-8.18;-8;-6.32;-17.95;-26.79;-36.18;65.78;49.1;-29.34;-48.25;-2.27;-78.16;69.87;
-8.12;1.26;-0.16;-12.24;0.49;-2.58;-17.66;-5.4;-7.08;-8.02;-7.98;-6.31;-18.12;-26.87;-36.34;65.78;49;-29.17;-48.36;-2.06;-78.14;69.55;
-8.11;1.04;-0.16;-12.04;0.58;-2.43;-17.65;-5.32;-7.02;-8.01;-8;-6.38;-18.3;-27.09;-36.5;65.89;48.92;-29.01;-48.58;-1.73;-78.15;69.43;
-8.11;0.79;-0.19;-11.71;0.56;-2.36;-17.62;-5.3;-7.01;-7.96;-8.04;-6.46;-18.44;-27.23;-36.69;65.93;48.79;-28.96;-48.68;-1.48;-78.14;69.33;
-8.1;0.64;-0.19;-11.44;0.57;-2.22;-17.63;-5.25;-7.02;-7.96;-8.04;-6.66;-18.46;-27.32;-36.86;65.9;48.69;-29.09;-48.83;-1.19;-78.13;69.26;
-8.1;0.49;-0.21;-11.09;0.48;-2.22;-17.77;-5.24;-7.07;-8.02;-8.04;-6.8;-18.5;-27.36;-36.97;65.83;48.63;-29.16;-48.96;-1.09;-78.09;69.36;
-8.1;0.33;-0.23;-10.81;0.35;-2.24;-17.92;-5.38;-7.28;-8.11;-8.03;-6.96;-18.52;-27.45;-37;65.8;48.59;-29.31;-48.95;-1.04;-78.04;69.58;
-8.11;0.2;-0.23;-10.6;0.1;-2.37;-18.16;-5.68;-7.61;-8.43;-8.01;-7.05;-18.44;-27.4;-36.92;65.68;48.66;-29.36;-48.99;-1.04;-78.03;69.97;
-8.1;0.1;-0.21;-10.62;-0.23;-2.6;-18.35;-6.04;-7.98;-8.7;-7.98;-7.12;-18.39;-27.31;-36.8;65.5;48.74;-29.36;-48.83;-1.04;-78;70.58;
-8.11;-0.16;-0.2;-10.68;-0.53;-2.82;-18.55;-6.39;-8.42;-9.14;-7.95;-7.19;-18.3;-27.25;-36.74;65.37;48.95;-29.4;-48.48;-1.15;-77.98;70.95;
-8.1;-0.6;-0.18;-10.89;-0.8;-2.86;-18.7;-6.69;-8.7;-9.57;-7.89;-7.19;-18.2;-27.18;-36.64;65.29;49.17;-29.36;-48.42;-1.32;-77.99;71.09;
-8.09;-1.21;-0.13;-11.05;-1.01;-2.88;-18.69;-6.98;-8.95;-9.88;-7.87;-7.17;-18.09;-26.94;-36.47;65.12;49.31;-29.31;-48.16;-1.61;-78.01;71.16;
-8.08;-1.82;-0.14;-11.14;-1.14;-2.82;-18.66;-7.24;-9.17;-10.23;-7.87;-7.09;-17.88;-26.65;-36.28;65.05;49.51;-29.24;-47.75;-1.78;-78.03;71.25;
-8.07;-2.51;-0.14;-11.2;-1.29;-2.7;-18.63;-7.47;-9.37;-10.44;-7.87;-7.14;-17.63;-26.39;-36.05;64.92;49.73;-29.13;-47.5;-1.82;-78.02;71.25;
-8.09;-3.1;-0.13;-11.19;-1.42;-2.51;-18.53;-7.62;-9.54;-10.68;-7.87;-7.23;-17.4;-26.16;-35.81;64.94;49.89;-29.08;-47.43;-1.81;-78.01;70.96;
-8.09;-3.68;-0.13;-11.06;-1.63;-2.33;-18.4;-7.75;-9.69;-10.87;-7.9;-7.39;-17.3;-26.1;-35.8;64.94;49.92;-28.98;-47.52;-1.75;-77.98;70.65;
-8.09;-4.2;-0.1;-10.94;-1.81;-2.26;-18.14;-7.85;-9.82;-10.97;-7.89;-7.66;-17.25;-26.05;-35.76;64.94;49.91;-28.82;-47.6;-1.67;-77.96;70.37;
-8.09;-4.72;-0.07;-10.76;-1.96;-2.26;-17.86;-7.91;-9.87;-11.03;-7.89;-7.99;-17.39;-26.14;-35.88;65.08;49.82;-28.76;-47.83;-1.67;-77.92;69.95;
-8.09;-5.14;-0.05;-10.59;-2.11;-2.31;-17.63;-7.88;-9.85;-11.03;-7.88;-8.35;-17.61;-26.3;-36.01;65.25;49.76;-28.62;-48.15;-1.76;-77.91;69.84;
-8.09;-5.59;-0.03;-10.47;-2.21;-2.43;-17.51;-7.78;-9.77;-11.01;-7.85;-8.58;-17.73;-26.4;-36.02;65.44;49.68;-28.45;-48.24;-1.76;-77.88;69.8;
-8.08;-6.01;-0.03;-10.26;-2.22;-2.62;-17.55;-7.67;-9.7;-10.9;-7.84;-8.79;-17.78;-26.53;-36.03;65.74;49.49;-28.26;-48.4;-1.74;-77.87;69.92;
-8.09;-6.43;-0.02;-10.11;-2.11;-2.9;-17.51;-7.54;-9.6;-10.68;-7.84;-8.84;-17.69;-26.59;-35.97;66.04;49.43;-28.07;-48.41;-1.79;-77.86;70.32;
-8.07;-6.78;0.01;-10.1;-1.93;-3.16;-17.49;-7.36;-9.51;-10.45;-7.84;-8.84;-17.47;-26.5;-35.96;66.07;49.44;-27.89;-48.22;-1.83;-77.84;70.7;
-8.09;-7.15;0.03;-10.24;-1.69;-3.38;-17.51;-7.28;-9.44;-10.35;-7.87;-8.61;-17.21;-26.39;-35.84;65.95;49.43;-27.58;-47.97;-1.77;-77.83;71.16;
-8.08;-7.41;0.04;-10.52;-1.45;-3.5;-17.53;-7.23;-9.35;-10.13;-7.88;-8.2;-16.96;-26.24;-35.66;65.94;49.49;-27.38;-47.64;-1.64;-77.8;71.29;
-8.08;-7.63;0.04;-10.92;-1.26;-3.57;-17.62;-7.17;-9.16;-9.97;-7.89;-7.69;-16.71;-26.14;-35.63;65.9;49.47;-27.24;-47.32;-1.42;-77.79;71.25;
-8.08;-7.86;0.02;-11.37;-1.17;-3.55;-17.67;-7.18;-9.04;-9.94;-7.88;-7.21;-16.48;-26.1;-35.59;66;49.56;-26.93;-47.11;-1.17;-77.82;71.22;
-8.07;-8.03;0;-11.76;-1.07;-3.43;-17.61;-7.22;-9.11;-9.94;-7.87;-6.82;-16.3;-26.05;-35.57;66.12;49.65;-26.6;-47.04;-0.99;-77.82;71.33;
-8.07;-8.19;0;-12.12;-1.12;-3.21;-17.53;-7.34;-9.25;-10.13;-7.86;-6.55;-16.16;-25.94;-35.5;66.28;49.7;-26.32;-47.06;-0.83;-77.81;71.16;
-8.06;-8.38;0.01;-12.32;-1.31;-2.88;-17.42;-7.53;-9.51;-10.42;-7.86;-6.24;-16.09;-25.92;-35.41;66.44;49.86;-26.06;-47.07;-0.7;-77.82;70.91;
-8.07;-8.62;0.04;-12.26;-1.52;-2.49;-17.25;-7.79;-9.79;-10.65;-7.87;-6.02;-16.14;-25.82;-35.35;66.71;49.98;-25.77;-47.18;-0.58;-77.8;70.87;
-8.07;-9.04;0.04;-12.05;-1.74;-2.22;-17.04;-7.98;-9.96;-10.82;-7.9;-5.86;-16.2;-25.84;-35.41;66.92;49.96;-25.51;-47.45;-0.52;-77.77;71.08;
-8.06;-9.62;0.02;-11.75;-1.95;-2.04;-16.84;-8.06;-10.06;-10.86;-7.94;-5.68;-16.33;-25.95;-35.5;67.08;50.01;-25.29;-47.71;-0.51;-77.76;71.25;
-8.08;-10.38;0.02;-11.49;-1.98;-1.89;-16.7;-8;-10.04;-10.82;-8.41;-5.51;-16.43;-26.09;-35.6;67.22;50.01;-25.1;-47.94;-0.41;-77.74;71.45;
-8.07;-11.12;0.02;-11.27;-1.87;-1.87;-16.58;-7.71;-9.83;-10.72;-9.03;-5.32;-16.49;-26.31;-35.74;67.12;49.93;-25.01;-48.16;-0.34;-77.72;71.61;
-8.05;-11.83;0.03;-11.02;-1.68;-2.05;-16.48;-7.53;-9.63;-10.5;-9.19;-5.07;-16.52;-26.45;-35.85;66.88;49.92;-24.98;-48.27;-0.21;-77.73;71.74;
-8.06;-12.41;0.02;-10.75;-1.48;-2.23;-16.43;-7.28;-9.32;-10.2;-9.15;-4.94;-16.3;-26.43;-35.91;66.61;49.73;-24.9;-48.2;0.06;-77.77;71.89;
-8.05;-12.85;0.03;-10.52;-1.29;-2.43;-16.49;-7.08;-9.18;-10.02;-9.06;-4.79;-16.14;-26.4;-35.96;66.27;49.7;-24.77;-48.06;0.24;-77.77;72.31;
-8.04;-13.13;0.04;-10.32;-1.12;-2.61;-16.62;-7.09;-9.13;-9.97;-9.08;-4.68;-16;-26.22;-35.87;66.01;49.85;-24.78;-47.84;0.44;-77.79;72.49;
-8.04;-13.23;0.04;-10.24;-0.99;-2.76;-16.66;-7.13;-9.14;-10;-9.23;-4.58;-15.83;-26.08;-35.73;65.9;50;-24.68;-47.49;0.63;-77.78;72.46;
-8.05;-13.17;0.06;-10.24;-1;-2.89;-16.87;-7.29;-9.27;-10.11;-9.59;-4.63;-15.72;-25.91;-35.48;65.72;50.13;-24.36;-47.33;0.67;-77.78;72.49;
-8.06;-13.07;0.05;-10.24;-1.06;-3;-16.9;-7.49;-9.43;-10.39;-10.17;-4.89;-15.59;-25.72;-35.28;65.53;50.3;-24.17;-47.17;0.69;-77.76;72.48;
-8.05;-12.87;0.05;-10.18;-1.25;-3.26;-16.88;-7.66;-9.67;-10.71;-10.84;-5.15;-15.46;-25.52;-35.09;65.42;50.49;-23.79;-47.02;0.43;-77.76;72.75;
-8.07;-12.58;0.02;-10.07;-1.49;-3.5;-16.76;-7.86;-9.99;-11.01;-11.49;-5.5;-15.36;-25.3;-34.89;65.42;50.71;-23.21;-46.85;0.18;-77.76;72.78;
-8.06;-12.37;-0.03;-9.85;-1.79;-3.88;-16.53;-8.09;-10.24;-11.28;-12.1;-5.9;-15.3;-25.22;-34.75;65.47;50.81;-22.71;-46.77;-0.27;-77.78;72.6;
-8.06;-12.32;-0.51;-9.62;-1.99;-4.32;-16.33;-8.3;-10.49;-11.39;-12.52;-6.23;-15.45;-25.38;-34.92;65.56;50.56;-22.29;-46.96;-0.83;-77.82;72.33;
-8.06;-12.29;-1.18;-9.25;-2.16;-4.87;-16.11;-8.41;-10.61;-11.44;-12.83;-6.55;-15.73;-25.63;-35.19;65.65;50.42;-21.86;-47.22;-1.34;-77.84;71.85;
-8.07;-12.4;-1.38;-8.83;-2.3;-5.38;-15.89;-8.44;-10.55;-11.45;-13.05;-6.92;-16.15;-25.98;-35.6;65.66;50.17;-21.36;-47.55;-1.74;-77.89;71.17;
-8.06;-12.6;-1.35;-8.46;-2.35;-6;-15.74;-8.38;-10.38;-11.32;-13.24;-7.2;-16.6;-26.39;-36.05;65.75;49.79;-20.91;-47.92;-2.01;-78.39;70.65;
-8.05;-12.76;-1.31;-8.01;-2.35;-6.53;-15.7;-8.17;-10.07;-11.09;-13.43;-7.46;-16.99;-26.74;-36.49;65.77;49.42;-20.5;-48.31;-2.16;-79.01;70.37;
-8.04;-12.86;-1.34;-7.47;-2.15;-7.06;-15.87;-7.79;-9.74;-10.81;-13.66;-7.67;-17.29;-27.11;-36.83;65.72;48.93;-20.12;-48.63;-2.39;-79.18;70.26;
-8.05;-12.87;-1.53;-6.8;-1.85;-7.59;-16.23;-7.35;-9.46;-10.46;-13.95;-7.74;-17.54;-27.37;-36.95;65.69;48.51;-19.94;-48.91;-2.75;-79.15;70.24;
-8.05;-12.79;-1.9;-6.19;-1.46;-8.09;-16.71;-7.07;-9.18;-10.28;-14.31;-7.72;-17.54;-27.35;-36.95;65.6;48.43;-19.89;-48.95;-3.22;-79.05;70.33;
-8.05;-12.58;-2.46;-5.62;-1.03;-8.65;-17.2;-6.94;-9.06;-10.18;-14.72;-7.62;-17.52;-27.22;-36.78;65.53;48.45;-19.6;-48.86;-3.75;-79.02;70.46;
-8.05;-12.38;-3.15;-5.16;-0.6;-9.13;-17.65;-6.94;-8.94;-10.09;-15.16;-7.48;-17.49;-27.09;-36.54;65.54;48.43;-19.29;-48.7;-4.22;-79.13;70.51;
-8.04;-12.15;-3.83;-4.88;-0.27;-9.58;-18.04;-6.98;-8.9;-10;-15.56;-7.38;-17.47;-26.92;-36.43;65.47;48.64;-18.9;-48.54;-4.69;-79.48;70.44;
-8.04;-11.92;-4.42;-4.6;-0.09;-10.05;-18.31;-7.05;-8.93;-9.96;-15.95;-7.24;-17.48;-26.85;-36.29;65.48;48.87;-18.45;-48.25;-5.09;-80.03;70.31;
-8.05;-11.75;-4.89;-4.36;0.06;-10.57;-18.43;-7.24;-9.04;-10.12;-16.29;-7.15;-17.54;-26.74;-36.11;65.43;49.08;-18.1;-48.17;-5.44;-80.72;70.29;
-8.03;-11.58;-5.23;-4.09;0.22;-10.97;-18.49;-7.38;-9.32;-10.29;-16.59;-7.04;-17.53;-26.58;-36;65.35;49.21;-17.68;-48.14;-5.7;-81.38;70.18;
-8.03;-11.46;-5.45;-3.84;0.38;-11.36;-18.39;-7.63;-9.49;-10.46;-16.89;-7.04;-17.58;-26.59;-35.9;65.23;49.28;-16.94;-48.09;-5.91;-81.97;69.98;
-8.02;-11.37;-5.61;-3.58;0.47;-11.63;-18.23;-7.81;-9.55;-10.64;-17.18;-7.19;-17.74;-26.62;-35.94;65.15;49.27;-16.11;-48.21;-6.11;-82.42;69.58;
-8.04;-11.27;-5.76;-3.31;0.6;-11.72;-18.08;-7.96;-9.66;-10.75;-17.53;-7.3;-17.96;-26.67;-36.03;65.12;49.23;-15.36;-48.32;-6.37;-82.76;69.38;
-8.05;-11.2;-5.97;-2.95;0.74;-11.89;-17.91;-8.17;-9.78;-10.91;-17.94;-7.52;-18.15;-26.88;-36.12;65.24;49.06;-14.75;-48.47;-6.53;-82.98;69.3;
-8.04;-11.08;-6.27;-2.45;0.91;-12.09;-17.81;-8.31;-9.95;-11.11;-18.39;-7.73;-18.23;-26.93;-36.29;65.33;48.96;-14.29;-48.63;-6.79;-83.15;69.35;
-8.04;-10.91;-6.61;-1.88;1.12;-12.28;-17.86;-8.44;-10.25;-11.25;-18.83;-7.81;-18.36;-27.07;-36.51;65.27;48.82;-13.92;-48.79;-7.15;-83.31;69.55;
-8.05;-10.68;-7.03;-1.19;1.34;-12.51;-18.01;-8.71;-10.55;-11.53;-19.26;-7.83;-18.44;-27.2;-36.66;65.18;48.81;-13.64;-48.9;-7.53;-83.48;69.74;
-8.06;-10.35;-7.51;-0.5;1.37;-12.83;-18.28;-9.05;-11.01;-11.94;-19.68;-7.78;-18.4;-27.15;-36.75;65.15;48.88;-13.39;-48.9;-7.98;-83.75;69.95;
-8.04;-10;-7.98;0.17;1.38;-13.26;-18.55;-9.61;-11.57;-12.48;-20.03;-7.73;-18.31;-27.11;-36.72;65.02;48.94;-13.3;-48.79;-8.4;-84.09;70.15;
-8.04;-9.72;-8.51;0.73;1.28;-13.83;-18.74;-10.3;-12.2;-13.16;-20.4;-7.69;-18.21;-27;-36.62;64.9;49.1;-13.31;-48.58;-8.84;-84.49;70.42;
-8.04;-9.44;-8.97;1.24;1.15;-14.45;-18.87;-10.87;-12.87;-13.75;-20.85;-7.56;-18.17;-26.88;-36.56;64.74;49.26;-13.31;-48.16;-9.22;-84.96;70.47;
-8.03;-9.16;-9.35;1.63;0.93;-15.16;-18.89;-11.48;-13.49;-14.39;-21.27;-7.53;-18.1;-26.76;-36.48;64.62;49.47;-13.43;-47.8;-9.49;-85.42;70.44;
-8.03;-8.91;-9.68;2.04;0.58;-15.81;-18.87;-12.06;-14.03;-14.97;-21.78;-7.55;-17.95;-26.57;-36.31;64.39;49.65;-13.5;-47.6;-9.84;-85.86;70.51;
-8.03;-8.6;-9.98;2.34;0.19;-16.39;-18.85;-12.58;-14.65;-15.42;-22.24;-7.74;-17.76;-26.26;-36.1;64.17;49.79;-13.55;-47.17;-10.21;-86.24;70.55;
-8.03;-8.31;-10.33;2.55;-0.17;-16.88;-18.92;-13.14;-15.17;-15.98;-22.76;-7.95;-17.57;-26.05;-35.87;64.06;50.02;-13.54;-46.97;-10.55;-86.53;70.58;
-8.01;-8;-10.69;2.69;-0.41;-17.26;-18.86;-13.68;-15.72;-16.46;-23.25;-8.24;-17.42;-25.82;-35.77;64.08;50.18;-13.51;-46.96;-10.86;-86.8;70.4;
-8.03;-7.72;-11.12;2.83;-0.56;-17.42;-18.75;-14.18;-16.19;-16.88;-23.76;-8.51;-17.4;-25.7;-35.67;64.08;50.15;-13.49;-47;-11.16;-87.08;70.18;
-8.03;-7.42;-11.62;2.95;-0.62;-17.42;-18.54;-14.65;-16.6;-17.36;-24.25;-8.83;-17.39;-25.82;-35.57;64.09;50.05;-13.38;-47.12;-11.36;-87.36;69.96;
-8.01;-7.11;-12.12;3.04;-0.75;-17.31;-18.16;-15.14;-17;-17.72;-24.66;-8.99;-17.47;-25.95;-35.59;64.18;49.9;-13.42;-47.37;-11.48;-87.68;69.67;
-8;-6.81;-12.67;3.23;-0.88;-17.14;-17.89;-15.58;-17.45;-18.18;-25.07;-8.95;-17.57;-26.25;-35.76;64.39;49.77;-13.45;-47.7;-11.59;-88.04;69.56;
-8.01;-6.47;-13.26;3.41;-1.03;-16.93;-17.66;-15.88;-17.81;-18.63;-25.4;-8.76;-17.63;-26.43;-35.82;64.56;49.58;-13.53;-48.01;-11.74;-88.46;69.56;
-8.01;-6.13;-13.86;3.64;-1.27;-16.68;-17.57;-16.18;-18.15;-19;-25.6;-8.52;-17.55;-26.44;-35.85;64.79;49.44;-13.61;-48.21;-11.89;-88.91;69.77;
-8.02;-5.79;-14.49;3.76;-1.42;-16.6;-17.61;-16.41;-18.38;-19.39;-25.85;-8.04;-17.5;-26.55;-35.8;64.97;49.31;-13.75;-48.28;-12.11;-89.39;70.15;
-8.01;-5.45;-15.1;3.85;-1.47;-16.59;-17.73;-16.64;-18.58;-19.64;-26.08;-7.53;-17.36;-26.44;-35.73;65.11;49.37;-13.84;-48.14;-12.32;-89.85;70.56;
-8.01;-5.15;-15.66;3.89;-1.48;-16.65;-17.84;-16.79;-18.74;-19.73;-26.25;-7.04;-17.19;-26.18;-35.58;65.14;49.55;-13.98;-47.9;-12.58;-90.26;70.96;
-8.01;-4.85;-16.1;3.91;-1.41;-16.79;-17.89;-16.94;-18.81;-19.83;-26.46;-6.57;-17.05;-25.97;-35.46;65.25;49.72;-14.12;-47.52;-12.86;-90.66;71.21;
-8.01;-4.58;-16.52;3.93;-1.33;-16.91;-17.95;-17.07;-19;-19.91;-26.64;-6.22;-16.88;-25.69;-35.42;65.32;49.92;-14.08;-47.27;-13.14;-91.06;71.34;
-8.02;-4.36;-16.98;3.9;-1.23;-17.03;-18.08;-17.32;-19.23;-20.07;-26.77;-5.96;-16.77;-25.6;-35.45;65.43;50.11;-14.09;-47.09;-13.4;-91.5;71.35;
-8.01;-4.17;-17.39;3.92;-1.03;-17;-18.07;-17.65;-19.52;-20.38;-26.89;-5.8;-16.59;-25.56;-35.43;65.57;50.25;-14.12;-46.95;-13.62;-91.92;71.53;
-8.01;-4.01;-17.81;3.84;-0.85;-16.99;-18.04;-18.17;-19.96;-20.78;-26.89;-5.7;-16.4;-25.5;-35.42;65.76;50.38;-14.15;-46.82;-13.86;-92.34;71.38;
-8.02;-3.86;-18.25;3.76;-0.62;-16.82;-17.94;-18.78;-20.46;-21.23;-26.91;-5.64;-16.26;-25.51;-35.39;65.85;50.49;-14.3;-46.9;-13.97;-92.76;71.19;
-8;-3.72;-18.72;3.63;-0.46;-16.65;-17.69;-19.41;-21.06;-21.74;-26.84;-5.56;-16.15;-25.52;-35.27;66.1;50.48;-14.53;-47.25;-14.15;-93.15;71.13;
-7.99;-3.6;-19.07;3.48;-0.4;-16.42;-17.44;-20.06;-21.75;-22.28;-26.8;-5.5;-16.12;-25.55;-35.27;66.34;50.44;-14.74;-47.48;-14.33;-93.58;71.24;
-8;-3.43;-19.42;3.3;-0.57;-16.18;-17.2;-20.62;-22.37;-22.78;-26.68;-5.45;-16.26;-25.73;-35.31;66.49;50.32;-14.98;-47.8;-14.62;-93.98;71.27;
-8;-3.24;-19.81;3.15;-0.85;-16.01;-17.01;-21.11;-22.93;-23.28;-26.53;-5.46;-16.38;-25.9;-35.42;66.67;50.21;-15.21;-47.94;-14.96;-94.28;71.45;
-8.01;-3.07;-20.19;2.99;-1.12;-15.86;-16.85;-21.58;-23.46;-23.75;-26.32;-5.48;-16.47;-26.04;-35.67;66.62;50.02;-15.4;-48.05;-15.34;-94.62;71.53;
-8;-2.9;-20.5;2.86;-1.31;-15.74;-16.78;-21.99;-23.77;-24.14;-26.15;-5.57;-16.57;-26.23;-35.79;66.41;49.9;-15.56;-48.16;-15.7;-94.98;71.63;
-8;-2.75;-20.79;2.72;-1.38;-15.65;-16.78;-22.26;-23.93;-24.38;-25.89;-5.9;-16.51;-26.22;-35.86;66.16;49.82;-15.8;-48.18;-15.92;-95.27;71.76;
-7.99;-2.63;-20.94;2.54;-1.36;-15.53;-16.9;-22.37;-23.93;-24.58;-25.68;-6.23;-16.37;-26.13;-35.84;65.81;49.8;-16.06;-47.96;-16.12;-95.6;72.1;
-8;-2.53;-20.95;2.32;-1.32;-15.4;-16.97;-22.37;-23.87;-24.59;-25.57;-6.67;-16.24;-26;-35.78;65.56;50.01;-16.25;-47.67;-16.31;-95.96;72.35;
-7.99;-2.47;-20.93;2.09;-1.17;-15.24;-17.09;-22.11;-23.77;-24.68;-25.53;-7.11;-16.04;-25.79;-35.58;65.43;50.26;-16.5;-47.23;-16.44;-96.25;72.33;
-8;-2.43;-20.88;1.82;-0.92;-15.05;-17.15;-21.81;-23.71;-24.7;-25.47;-7.44;-15.9;-25.55;-35.36;65.22;50.46;-16.8;-47.03;-16.6;-96.45;72.3;
-7.99;-2.44;-20.91;1.54;-0.63;-14.87;-17.15;-21.54;-23.62;-24.67;-25.32;-7.85;-15.87;-25.36;-35.12;64.99;50.6;-17.12;-46.94;-16.77;-96.57;72.33;
-7.99;-2.43;-20.87;1.22;-0.43;-14.63;-17.1;-21.45;-23.52;-24.71;-25.18;-8.24;-15.67;-25.16;-34.88;64.95;50.7;-17.46;-46.84;-16.85;-96.54;72.42;
-8;-2.34;-20.91;0.93;-0.35;-14.35;-16.99;-21.47;-23.42;-24.74;-25.02;-8.58;-15.57;-25.05;-34.73;65.01;50.86;-17.79;-46.67;-16.98;-96.57;72.53;
-7.99;-2.24;-20.91;0.63;-0.46;-14.04;-16.87;-21.65;-23.36;-24.71;-24.75;-8.87;-15.55;-25.02;-34.6;65.11;50.88;-18.11;-46.55;-17.09;-96.43;72.32;
-8;-2.13;-20.92;0.3;-0.58;-13.77;-16.72;-21.88;-23.37;-24.66;-24.63;-8.97;-15.71;-25.1;-34.71;65.18;50.68;-18.46;-46.7;-17.21;-96.37;72.07;
-8;-2.02;-20.9;-0.02;-0.76;-13.5;-16.52;-22.1;-23.45;-24.59;-24.52;-8.95;-16.07;-25.42;-34.96;65.3;50.4;-18.8;-47.06;-17.34;-96.25;71.75;
-8;-1.92;-20.81;-0.27;-1.02;-13.15;-16.3;-22.18;-23.59;-24.48;-24.38;-8.9;-16.5;-25.85;-35.35;65.37;50.2;-19.19;-47.42;-17.47;-96.21;71.04;
-8;-1.83;-20.57;-0.61;-1.26;-12.82;-16.13;-22.14;-23.68;-24.37;-24.29;-8.71;-16.9;-26.26;-35.83;65.5;49.81;-19.53;-47.68;-17.61;-96.06;70.49;
-7.98;-1.76;-20.33;-0.93;-1.48;-12.53;-16.03;-22.04;-23.75;-24.32;-24.11;-8.48;-17.33;-26.68;-36.26;65.58;49.48;-19.85;-48.06;-17.78;-95.99;70.27;
-7.98;-1.66;-19.97;-1.26;-1.7;-12.25;-16.2;-21.8;-23.68;-24.24;-23.91;-8.18;-17.62;-27.01;-36.53;65.57;49.16;-20.16;-48.36;-17.9;-95.82;70.19;
-7.99;-1.58;-19.63;-1.57;-1.72;-11.9;-16.49;-21.6;-23.5;-24.12;-23.69;-7.99;-17.92;-27.14;-36.71;65.55;48.85;-20.41;-48.6;-18.02;-95.65;70.29;
-7.98;-1.53;-19.47;-1.92;-1.61;-11.56;-16.96;-21.31;-23.23;-23.96;-23.5;-7.73;-18.01;-27.19;-36.61;65.46;48.84;-20.61;-48.68;-18.14;-95.44;70.43;
-7.98;-1.5;-19.27;-2.22;-1.42;-11.21;-17.44;-21.1;-22.93;-23.77;-23.38;-7.52;-17.96;-27.05;-36.43;65.38;48.88;-20.8;-48.59;-18.23;-95.14;70.47;
-7.99;-1.46;-19.18;-2.51;-1.17;-10.83;-17.9;-20.99;-22.74;-23.63;-23.14;-7.42;-17.95;-26.9;-36.25;65.36;48.88;-20.98;-48.38;-18.31;-94.9;70.57;
-7.99;-1.43;-19.16;-2.82;-0.84;-10.47;-18.36;-20.88;-22.53;-23.52;-22.92;-7.5;-17.98;-26.82;-36.08;65.36;49.11;-21.17;-48.19;-18.85;-94.59;70.53;
